0: 1.326044568711797433e+00	-3.023406490917570633e-01	-6.021340959324378295e-01	6.515940919256847375e-01
1: 1.012348725744484312e+00	-3.553690034530964659e-01	-5.597044112543843319e-02	1.248443976374516151e-01
2: 1.670796060151443108e+00	5.641858763108767993e-01	-2.816028881056873989e-01	1.230491602978032839e+00
3: 1.121181165194539808e+00	-1.195464499594087321e-01	-5.179753297975743243e-01	3.075929277635996439e-01
4: 9.781087088047452083e-01	-4.108763320415615566e-03	-2.688862447590997795e-01	6.734947425936006760e-02
5: 1.156526209932391858e+00	-1.272956497081046412e-01	-5.539469690373197697e-01	3.669433843528743799e-01
6: 1.124018307072626177e+00	1.930788419994837468e-01	-4.987252068869602595e-01	3.123569807481654248e-01
7: 9.541569136751167912e-01	6.525907397731600668e-02	-1.599269153281167588e-01	2.713025859222492273e-02
8: 1.579450501420667896e+00	-8.092046156156683379e-02	-6.694125692724424148e-01	1.077106576638880986e+00
9: 1.115115195741741339e+00	-3.677990373466298313e-01	-3.740464899857441350e-01	2.974071136176456576e-01
10: 1.071304044124293364e+00	-7.849099935525742644e-02	-4.599814186533713323e-01	2.238405961190034488e-01
11: 1.373389885709521252e+00	2.729843170432292299e-01	6.303453946073832581e-01	7.310950856864761871e-01
12: 9.633084911967365604e-01	2.147761749896237582e-01	-1.358012009974678830e-02	4.249734352446149499e-02
13: 9.455242519019234626e-01	-1.137704518724009239e-01	-3.269195681341131865e-02	1.263452314699260552e-02
14: 1.050360672055172140e+00	-3.812049049133234280e-01	2.061524781588353616e-01	1.886730442304571098e-01
15: 1.265083738528818280e+00	5.216532261796648084e-01	3.831668879224954249e-01	5.492302915045644829e-01
16: 1.178397729161711593e+00	-3.888587275456673598e-01	-4.411542453999900970e-01	4.036694562022351551e-01
17: 1.228565440920821317e+00	5.524055571092751915e-01	-2.938047459282903118e-01	4.879097399824854908e-01
18: 1.058631649370224137e+00	-4.187922927084258284e-01	-1.563292809588064380e-01	2.025614487784970497e-01
19: 1.081556680157140349e+00	5.683386035779831175e-02	4.781030274169415506e-01	2.410565491417328843e-01
20: 1.145781939055290133e+00	-5.578569650145756009e-01	5.943800144503254800e-03	3.489018912099349778e-01
21: 1.178270009633503257e+00	5.353668705572697251e-01	2.430691221729484042e-01	4.034549929763219245e-01
22: 9.763728442081994752e-01	1.087896368066740144e-01	2.397351055733012437e-01	6.443465671856304922e-02
23: 1.350436117786452339e+00	-4.465168621964950568e-01	-5.146149048695380923e-01	6.925517306905365489e-01
24: 1.135451100477918862e+00	1.028484862762116536e-01	-5.374931838697208919e-01	3.315546225598419716e-01
25: 1.815013358582486358e+00	-3.969807479725012134e-01	2.968431035341267954e-01	1.472657444708815877e+00
26: 9.968821190881489436e-01	-2.647225294871780599e-01	1.845968997964505531e-01	9.887328418297744448e-02
27: 1.906243296625686812e+00	-3.300566408416968911e-01	-3.999184325941956830e-02	1.625848323872610024e+00
28: 9.477220604436572549e-01	-7.957812474133557157e-04	1.344096877245617161e-01	1.632502464204422729e-02
29: 1.286953677598859702e+00	-5.728753498056484705e-01	-3.238485010250788387e-01	5.859537099926025450e-01
30: 1.082933842717937800e+00	2.142651311138667747e-01	-4.333170546119630151e-01	2.433690437894891478e-01
31: 9.749027468367771343e-01	2.509846203492801034e-02	2.571412732356802011e-01	6.196610841506734746e-02
32: 1.022557754759891191e+00	3.301718921060015632e-01	-1.913283545947159492e-01	1.419871269193490326e-01
33: 1.604111569059175846e+00	3.227793756986581108e-01	5.814323735357379563e-01	1.118516783788993330e+00
34: 1.123843916801728016e+00	3.772027993715098004e-01	-3.788339533725487152e-01	3.120641492556804342e-01
35: 9.568382047231236420e-01	-1.773835449122697916e-01	5.683138157964689324e-02	3.163261101894342120e-02
36: 9.468866675719842529e-01	2.331739374805543233e-02	-1.264277923316342866e-01	1.492225520907406421e-02
37: 1.111637260711185071e+00	3.432091832090710670e-01	-3.912665418020291885e-01	2.915670578592699513e-01
38: 1.001506739362836074e+00	9.512848698598810881e-02	3.205471592981575801e-01	1.066388232250247703e-01
39: 9.828083956289105361e-01	-1.781958696752424520e-01	-2.205750597427915127e-01	7.524106304951666546e-02
40: 1.079701474678365081e+00	1.793988855578725755e-02	-4.785116035111128263e-01	2.379413375739192205e-01
41: 1.753475052146772128e+00	-1.679077760083456661e-01	-5.399903939378766227e-01	1.369323961563469361e+00
42: 1.207944682223302424e+00	2.331871346026274383e-01	-5.651936047162762211e-01	4.532839118645105025e-01
43: 1.129319858394488341e+00	-3.588290638775673003e-01	-4.044175677431521843e-01	3.212592043531344310e-01
44: 1.539006476498273157e+00	-1.039919392387839425e-01	-6.777978930006912650e-01	1.009194048496526719e+00
45: 9.818361380497433455e-01	2.771909099404845644e-01	-4.364852775195018214e-02	7.360847404944784178e-02
46: 1.473596962217223361e+00	-6.045255696442782822e-01	-3.425553791892919642e-01	8.993601363695026274e-01
47: 9.712753443221705529e-01	3.415866656621695859e-03	-2.457602547227569767e-01	5.587507084327360957e-02
48: 1.302481985916347673e+00	-4.717872292720785565e-01	-4.684584648580475963e-01	6.120284312311066177e-01
49: 1.012023681939259179e+00	3.464485331028643866e-01	9.418708275419969411e-02	1.242985927475522834e-01
50: 1.499763992482952446e+00	-5.713881155516585819e-01	-3.913443913967173948e-01	9.432991158042410840e-01
51: 1.126594563340612032e+00	3.230636105919624801e-01	-4.297826375147518752e-01	3.166829615732002501e-01
52: 1.221417799569755713e+00	1.793639843444540249e-01	5.944391876379740980e-01	4.759076112295454464e-01
